iter	RMSE
241	425.1233134
242	425.037587
243	424.9646434
244	424.8862249
245	424.802855
246	424.3906271
247	424.3076053
248	423.8877993
249	423.7979717
250	423.7162553
251	423.6285068
252	423.2244995
253	423.1518051
254	423.0659961
255	422.6603924
256	422.2525613
257	422.1738917
258	422.0657649
259	421.9814994
260	421.9069546
261	421.8308657
262	421.4275326
263	421.3391051
264	421.2608898
265	421.1898518
266	420.7774755
267	420.3742105
268	420.3025965
269	420.2239876
270	420.1391841
271	419.7172101
272	419.3169785
273	418.9166427
274	418.8330147
275	418.4664812
276	418.0599525
277	417.6657722
278	417.5919383
279	417.1976126
280	417.1294373
281	417.0495844
282	416.6521205
283	416.5718843
284	416.4901406
285	416.40819
286	416.0155723
287	415.5945584
288	415.5216325
289	415.2412879
290	415.1715428
291	414.7861165
292	414.710671
293	414.3311445
294	414.2538889
295	414.1831834
296	414.1062394
297	413.7304676
298	413.6603183
299	413.590991
300	413.521178
301	413.4499964
302	413.3701534
303	412.9891004
304	412.9229998
305	412.8481005
306	412.7747599
307	412.7061389
308	412.6364987
309	412.5721052
310	412.4985825
311	412.3900284
312	412.0044341
313	411.9383716
314	411.8745756
315	411.8109287
316	411.7377505
317	411.6708416
318	411.2882493
319	410.9534044
320	410.8874374
321	410.5199221
322	410.4545169
323	410.3907047
324	410.0208349
325	409.6038826
326	409.2392283
327	409.177424
328	409.1133502
329	408.7529189
330	408.6837465
331	408.6218336
332	408.5564073
333	408.4917147
334	408.4219653
335	408.3518185
336	407.9940236
337	407.6404481
338	407.2821068
339	407.2179191
340	407.1568975
341	407.0103071
342	406.602223
343	406.5415295
344	406.4797584
345	406.4167708
346	406.3555237
347	406.0073614
348	405.9447964
349	405.8765489
350	405.8173747
351	405.463945
352	405.1148422
353	405.0421941
354	404.980218
355	404.9192034
356	404.8522621
357	404.794574
358	404.7361341
359	404.6759474
360	404.322575
361	404.26369
362	404.2056247
363	404.1462065
364	404.0881555
365	404.0308202
366	403.6844159
367	403.6261424
368	403.2800686
369	403.2147527
370	402.8761795
371	402.8107393
372	402.7496811
373	402.6930253
374	402.6338174
375	402.5748392
376	402.5176147
377	402.4561139
378	402.3982382
379	402.3408849
380	402.0067196
381	401.9512912
382	401.8970108
383	401.5126217
384	401.1709552
385	401.1173223
386	400.7766193
387	400.4470694
388	400.3922277
389	400.3296405
390	400.2506744
391	399.9223075
392	399.8632881
393	399.535224
394	399.2106305
395	398.886977
396	398.5654713
397	398.5120954
398	398.1926818
399	397.8703306
400	397.8148451
401	397.5039668
402	397.1895534
403	396.8237451
404	396.7701998
405	396.710731
406	396.4023258
407	396.3458882
408	396.2917459
409	396.2386983
410	396.1852355
411	396.1394062
412	396.0795679
413	395.7303374
414	395.6784397
415	395.3378689
416	395.0330776
417	394.7285333
418	394.6760377
419	394.6137335
420	394.5614873
421	394.2621712
422	394.2017697
423	393.8960491
424	393.8380631
425	393.7808007
426	393.7294761
427	393.6781387
428	393.6180519
429	393.5682043
430	393.515276
431	393.2165854
432	393.1666526
433	393.1170429
434	393.0591402
435	392.8952607
436	392.8457062
437	392.7917907
438	392.7430371
439	392.4386412
440	392.1346189
441	391.8329823
442	391.7769827
443	391.4452172
444	391.3952085
445	391.1011818
446	391.0516626
447	390.7612062
448	390.7122107
449	390.6090717
450	390.5595811
451	390.5081707
452	390.4552396
453	390.4075653
454	390.1220244
455	390.0717469
456	389.7850722
457	389.7371785
458	389.6891394
459	389.6414612
460	389.592585
461	389.2994011
462	389.0168164
463	388.9685277
464	388.9212044
465	388.8742024
466	388.5943191
467	388.5473168
468	388.2602159
469	388.2138547
470	387.9311479
471	387.8840535
472	387.8341075
473	387.7863109
474	387.7378873
475	387.692307
476	387.4273011
477	387.3706373
478	387.3202052
479	387.0414233
480	386.7645184
481	386.4869516
482	386.4356207
483	386.1180656
484	385.8410836
485	385.5716414
486	385.3020915
487	385.2534219
488	385.2078378
489	385.1554528
490	385.1066312
491	385.0623651
492	385.0145483
493	384.9556375
494	384.9109882
495	384.6377795
496	384.372433
497	384.3213648
498	384.2776805
499	384.2308771
500	384.1865614
501	384.1411165
502	383.8713611
503	383.823998
504	383.7773897
505	383.7315119
506	383.4635058
507	383.4204464
508	383.153928
509	382.8971029
510	382.8538321
511	382.5926694
512	382.338771
513	382.308359
514	382.0522895
515	381.9994595
516	381.95024
517	381.9068684
518	381.8630868
519	381.8210636
520	381.7791563
521	381.5217719
522	381.5195336
523	381.4777843
524	381.4361865
525	381.1502242
526	381.1088503
527	380.8547959
528	380.8136445
529	380.7722018
530	380.5174805
531	380.4746193
532	380.4326392
533	380.1868295
534	380.1428951
535	380.0995157
536	379.8532415
537	379.8123985
538	379.7711057
539	379.7305178
540	379.685286
541	379.6431637
542	379.6007599
543	379.3446775
544	379.3048973
545	379.2614988
546	379.2212635
547	378.9759363
548	378.9321035
549	378.68617
550	378.4420312
551	378.4023446
552	378.360373
553	378.1200377
554	377.8382397
555	377.7976405
556	377.7554905
557	377.7117162
558	377.470331
559	377.4308775
560	377.1942208
561	377.1556615
562	377.1173671
563	377.0748992
564	377.0325905
565	376.9920327
566	376.9542256
567	376.9136939
568	376.8745826
569	376.8343271
570	376.5915879
571	376.3567616
572	376.3173385
573	376.2776192
574	376.2377466
575	376.1996214
576	376.1625916
577	376.125827
578	376.0891475
579	375.8562005
580	375.8096777
581	375.7702125
582	375.4962031
583	375.4600337
584	375.4224497
585	375.1900722
586	375.1517912
587	375.1132484
588	375.0761893
589	374.8472522
590	374.6088131
591	374.5700721
592	374.5303196
593	374.3048222
594	374.0755344
595	374.0372053
596	373.9992657
597	373.7751138
598	373.7398588
599	373.6999467
600	373.6622766
601	373.6262964
602	373.3913076
603	373.355385
604	373.3207672
605	373.0963584
606	373.0604833
607	373.0260278
608	372.9916331
609	372.957419
610	372.7379385
611	372.7245437
612	372.5043544
613	372.4701535
614	372.4360687
615	372.3994863
616	372.3656647
617	372.3320438
618	372.1094736
619	372.0758966
620	371.8329283
621	371.7968341
622	371.7596474
623	371.7241819
624	371.5171857
625	371.3009977
626	371.2677645
627	371.2337291
628	371.1725151
629	370.9471376
630	370.9105552
631	370.8634582
632	370.6482631
633	370.614973
